@info
{
    "table":{
        "name":"gold",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"video_games",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbId",
                "type":"INTEGER"
            },
            {
                "name":"MobyGamesId",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbName",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesName",
                "type":"TEXT"
            },
            {
                "name":"theGamesDbDate",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesDate",
                "type":"TEXT"
            },
            {
                "name":"label",
                "type":"INTEGER"
            }
        ]
    }
}

@data
pairID:INTEGER,theGamesDbId:INTEGER,MobyGamesId:INTEGER,theGamesDbName:TEXT,MobyGamesName:TEXT,theGamesDbDate:TEXT,MobyGamesDate:TEXT,label:INTEGER
913,375,888,b'Dynasty Warriors: Gundam 3',b'Arkadian Warriors',06/28/2011,12/12/2007,0
914,2575,5427,b'Space Invaders Infinity Gene',b'Tall: Infinity',09/14/2010,10/19/2010,0
915,1838,1421,b'God of War Origins Collection',b'Record of Agarest War Zero (Limited Edition)',09/13/2011,06/01/2011,0
916,2575,1828,b'Space Invaders Infinity Gene',b'Disney Infinity: Wreck-it Ralph Toy Box Pack',09/14/2010,04/01/2014,0
917,1036,1501,b'Saw II: Flesh & Blood',b'Saw',10/19/2010,10/06/2009,0
918,2644,5421,b'The Chronicles of Narnia: Prince Caspian',b'Tales of Symphonia Chronicles',05/15/2008,02/25/2014,0
919,1052,2605,b'Sega Rally Revo',b'SEGA Vintage Collection: Streets of Rage',10/27/2007,05/30/2012,0
920,3193,4447,"b""Jimmie Johnson's Anything with an Engine""",b'Cloudy with a Chance of Meatballs',11/22/2011,09/18/2009,0
921,116,2557,b'Bioshock 2',b'BioShock 2: Sinclair Solutions Tester Pack',02/09/2010,03/11/2010,0
922,613,5558,b'Kingdoms of Amalur Reckoning',b'Kingdoms of Amalur: Reckoning (Special Edition)',02/07/2012,02/07/2012,1
923,852,3727,b'NHL 2K6',b'NHL 2K7',11/16/2005,09/12/2006,0
924,724,2731,b'Metal Gear Rising: Revengeance',b'Metal Arms: Glitch in the System',02/19/2013,06/02/2008,0
925,1405,865,b'Accel World 02: Apex of Acceleration',b'Acceleration of SUGURI X Edition',01/31/2013,02/15/2011,0
926,1804,3439,b'Final Fantasy XIII-2',b'Final Fantasy XIII-2 (Crystal Edition)',01/31/2012,02/03/2012,1
927,1501,1076,b'Best of PlayStation Network Vol. 1',b'Call of Duty: World at War - Map Pack 1',06/25/2013,03/19/2009,0
928,1031,5830,b'Samurai Warriors 2 Empires',b'Dynasty Warriors 7',02/27/2007,03/29/2011,0
929,540,4474,b'Hasbro Family Game Night 3',b'Castlevania: Symphony of the Night',10/26/2010,03/21/2007,0
930,144,930,b'Boom Boom Rocket',b'Boom Boom Rocket',04/11/2007,04/11/2007,1
931,2784,1780,b'Way of the Samurai 3',b'Way of the Samurai 3',10/20/2009,10/13/2009,1
932,1080,4602,b'Skylanders Giants',b'Skylanders: Trap Team',10/21/2012,10/05/2014,0
933,1210,3144,b'The Lord of the Rings: The War in the North',b'Call of Duty: World at War - Map Pack 1',11/01/2011,03/19/2009,0
934,2460,1434,b'Sega Bass Fishing',b'Reel Fishing',10/04/2011,11/24/2009,0
935,602,775,b'Kinect Joy Ride',b'Rapala for Kinect',11/10/2010,11/15/2011,0
936,2298,1617,b'Pro Evolution Soccer 2011',b'FIFA Soccer 12',10/19/2010,09/27/2011,0
937,119,2560,b'BioShock Infinite: Burial at Sea',b'BioShock Infinite',,03/26/2013,0
938,730,5196,b'Metro: Last Light - Limited Edition',b'Metro: Last Light - Faction Pack',05/14/2013,07/16/2013,0
939,1801,3707,b'Final Fantasy X / X-2 HD Remaster',b'Skylanders Giants: Ignitor (Series 2) / Chill / Zook (Series 2)',03/18/2014,10/21/2012,0
940,1838,6360,b'God of War Origins Collection',"b""Rayman Origins (Collector's Edition)""",09/13/2011,11/25/2011,0
941,2936,3508,b'Call of Duty: Modern Warfare 3',b'Skylanders: Swap Force - Heavy Duty Sprocket (Series 2) / Twin Blade Chop Chop (Series 3) / Scorp',11/08/2011,10/16/2013,0
942,648,6209,b'Lightning Returns: Final Fantasy XIII',"b""Final Fantasy XIII-2: Serah's Outfit - Summoner's Garb""",02/11/2014,06/11/2012,0
943,604,5673,b'Kinect Rush: A Disney Pixar Adventure',b'A Shooter',03/20/2012,09/24/2010,0
944,1084,2573,"b""Skylanders: Spyro's Adventure""",b'Skylanders Giants: Eruptor (Series 2)',10/16/2011,12/21/2012,0
945,3526,645,b'Skylanders Giants',b'Skylanders Giants: Chill',10/21/2012,10/21/2012,1
946,101,4942,b'Beijing 2008',b'WWE Smackdown vs. Raw 2008 (High Flyer Edition)',07/08/2008,11/09/2007,0
947,446,979,"b""Final Fantasy XIII-2 Collector's Edition""",b'Final Fantasy XI Online: A Crystalline Prophecy',01/31/2012,03/23/2009,0
948,1137,3760,"b""Star Wars: The Force Unleashed II Collector's Edition""",b'Skylanders: Swap Force - Nitro Magna Charge / Free Ranger',10/26/2010,10/13/2013,0
949,2801,3471,b'WRC 3  World Rally Championship',b'SBK 09: Superbike World Championship',10/12/2012,05/01/2009,0
950,2519,520,b'SingStar: Polskie Hity',b'SingStar Vol.2',09/02/2009,06/20/2008,0
951,2254,3825,b'Painkiller: Hell and Damnation',b'Damnation',02/15/2013,05/22/2009,0
952,3134,5247,b'Guitar Hero III: Legends of Rock',b'Guitar Hero III: Legends of Rock / Guitar Hero: Aerosmith Dual Pack',10/28/2007,11/01/2008,0
953,1381,5565,b'Xbox Live Arcade Unplugged," Vol. 1'",b'Konami Classics Vol. 1',09/05/2006,0
954,443,1475,b'Final Fantasy XI Online',b'Lightning Returns: Final Fantasy XIII - FFX Yuna',04/18/2006,02/11/2014,0
955,1997,3781,b'Legends: Warriors of Troy',b'Dynasty Warriors 6',03/15/2011,02/19/2008,0
956,6,5488,b'2K Sports Combo Pack: MLB 2K12/NBA 2K12',b'2K Essentials Collection: BioShock / Borderlands / XCOM: Enemy Unknown',03/06/2012,10/22/2013,0
957,2662,3495,b'The ICO and Shadow of the Colossus Collection',b'Shadow of the Colossus',09/27/2011,09/22/2011,0
958,970,788,b'Red Faction: Guerrilla',b'Red Box Reality 001: Fading Memories',06/02/2009,03/17/2009,0
959,3170,5719,b'Hot Wheels: Battle Force 5',b'Star Force',11/17/2009,03/25/2009,0
960,2392,5529,b'Risen 2: Dark Waters',"b""Skylanders: Spyro's Adventure - Dark Spyro""",08/03/2012,04/01/2012,0
961,172,1649,"b""Cabela's Dangerous Hunts 2013""","b""Cabela's Adventure Camp""",10/23/2012,11/01/2011,0
962,2899,4119,b'Big Beach Sports 2',"b""Cabela's Big Game Hunter""",06/18/2010,01/01/2007,0
963,3112,3643,b'Get Up and Dance',b'Dance Dance Revolution: Winx Club',11/22/2011,03/26/2009,0
964,1501,1752,b'Best of PlayStation Network Vol. 1',b'Tomb Raider: Hitman: Absolution Weapon Pack 1',06/25/2013,03/26/2013,0
965,1999,2039,b'Lego Batman: The Videogame',b'Batman: Arkham Asylum - Game of the Year Edition',09/23/2008,05/11/2010,0
966,700,5488,b'Marvel Ultimate Alliance / Forza 2 Combo Pack',b'2K Essentials Collection: BioShock / Borderlands / XCOM: Enemy Unknown',05/29/2007,10/22/2013,0
967,3448,1256,b'Rapala We Fish',b'We Ski & Snowboard',09/22/2009,02/27/2009,0
968,2508,516,b'SingStar Mecano',b'SingStar ABBA',11/19/2009,12/02/2008,0
969,1601,144,b'Cloudy With a Chance of Meatballs',b'Man vs. Wild with Bear Grylls',09/18/2009,04/12/2011,0
970,3424,2652,b'Pitfall: The Big Adventure',b'Big Brain Academy: Wii Degree',09/23/2008,06/12/2007,0
971,2721,4171,"b""Tomb Raider Survival/Collector's Edition""",b'Lightning Returns: Final Fantasy XIII - Tomb Raider',03/05/2013,02/11/2014,0
972,1270,450,b'Tomb Raider: Legend',b'Tomb Raider: Outfit Pack 2',04/11/2006,05/07/2013,0
973,1240,915,b'Thrillville: Off The Rails',b'Dead Rising 2: Off the Record',10/19/2007,10/11/2011,0
974,3085,1846,b'Final Fantasy Crystal Chronicles: My Life as a Dark Lord',b'Final Fantasy II',07/20/2009,03/08/2010,0
975,1081,2585,b'Skylanders Giants Portal Owners Pack',b'Skylanders Giants: Legendary Chill (Lightcore)',10/21/2012,03/10/2013,0
976,825,1528,b'NCAA Football 14',b'College Hoops NCAA 2K7',07/09/2013,11/20/2006,0
977,1803,3427,b'Final Fantasy XIII',b'Final Fantasy II',03/09/2010,07/08/2009,0
978,2890,4897,b'Battle of Giants: Dinosaurs Strike',b'Skylanders Giants: Chop Chop (Series 2)',,02/10/2013,0
979,2714,6626,"b""Tom Clancy's Rainbow 6: Patriots""",b'Metal Gear Solid 4: Guns of the Patriots (Limited Edition)',,06/12/2008,0
980,2568,248,b'Soul Calibur IV & Tekken 6',"b""Assassin's Creed IV: Black Flag""",10/30/2012,10/29/2013,0
981,15,5793,b'Adventure Time Explore The Dungeon Because I Dont Know',b'Time Pilot',,08/30/2006,0
982,2302,5617,b'Pro Yakyuu Spirits 2010',b'WWE SmackDown vs. Raw 2010',04/01/2010,10/20/2009,0
983,2574,5995,b'Space Channel 5: Part 2',b'Gran Turismo 5 (Signature Edition)',10/05/2011,11/24/2010,0
984,1134,4478,b'Star Wars: The Force Unleashed',b'CellFactor: Psychokinetic Wars',09/16/2008,06/03/2009,0
985,2296,1614,b'Pro Evolution Soccer 2009',b'FIFA Soccer 09',03/17/2009,10/01/2008,0
986,1571,2251,b'Call of Duty: Modern Warfare 3',b'Call of Duty: Black Ops',11/08/2011,11/09/2010,0
987,1570,1072,b'Call of Duty: Modern Warfare 2',b'Call of Duty: MW3 - Content Pack 9',11/10/2009,10/05/2012,0
988,2706,861,b'ToeJam & Earl in Panic on Funkotron',b'3 on 3 NHL Arcade',11/06/2012,02/05/2009,0
989,2269,4426,b'PixelJunk 3 in 1 Pack',"b""Strong Bad's Cool Game for Attractive People: Episode 1 - Homestar Ruiner""",04/01/2009,12/21/2010,0
990,3529,6145,"b""Skylanders: Spyro's Adventure""",b'Skylanders Giants: Thumpback',10/16/2011,01/25/2013,0
991,1706,3245,b'Dragon Age: Origins',"b""Dragon Age: Origins (Collector's Edition)""",11/03/2009,11/03/2009,1
992,2778,6694,b'Warhammer 40,000: Space Marine',b'Dead Space 3',09/06/2011,0
993,2513,1789,b'SingStar Take That',"b""Who's That Flying?!""",11/06/2009,11/16/2010,0
994,961,3142,b'Realms of Ancient War',b'Call of Duty: World at War',09/25/2012,11/11/2008,0
995,1095,1522,b'Sonic & SEGA All-Stars Racing with Banjo-Kazooie',b'Cloudy with a Chance of Meatballs',02/23/2010,09/18/2009,0
996,810,266,b'NBA Live 08',b'NBA Street Homecourt',10/02/2007,02/19/2007,0
997,329,790,b'Disney Sing It: High School Musical 3: Senior Year',b'Red Dead Redemption: Game of the Year Edition',02/17/2009,10/11/2011,0
998,3454,4205,b'Rayman Raving Rabbids',b'Raving Rabbits Party Collection',11/19/2006,04/15/2013,0
999,2575,6693,b'Space Invaders Infinity Gene',b'Dead Space 2: Severed',09/14/2010,03/01/2011,0
1000,2546,1059,b'Sniper: Ghost Warrior 2',b'Sniper Elite III: Afrika',03/12/2013,07/01/2014,0
