pairId:INTEGER,tableA.id:INTEGER,tableA.title,tableA.price:FLOAT,tableA.brand:TEXT,tableA.weight,tableA.size,tableB.id:INTEGER,tableB.title,tableB.price:FLOAT,tableB.description,tableB.variation_size,tableB.size
214463,52,kellogg's nutri-grain strawberry cereal bar  20.80 oz,4.78,Nutri-Grain,20.80,NA,2048,kellogg's nutri-grain bars  strawberry  16 count,4.78,kellogg's nutri-grain bars,NA,NA
214948,52,kellogg's nutri-grain strawberry cereal bar  20.80 oz,4.78,Nutri-Grain,20.80,NA,2533,kellogg's  nutri-grain raspberry cereal bars  8 ct  10.4 oz,11.49,kellogg's  nutri-grain,10.4,NA
215133,52,kellogg's nutri-grain strawberry cereal bar  20.80 oz,4.78,Nutri-Grain,20.80,NA,2718,kellogg's nutri-grain cereal bars  36 count,16.59,kellogg's nutri-grain cereal,NA,NA
215240,52,kellogg's nutri-grain strawberry cereal bar  20.80 oz,4.78,Nutri-Grain,20.80,NA,2825,kellogg's  nutri-grain blueberry cereal bars  8 ct  10.4 oz,8.98,kellogg's  nutri-grain,10.4,NA
215400,52,kellogg's nutri-grain strawberry cereal bar  20.80 oz,4.78,Nutri-Grain,20.80,NA,2985,special k cereal bar  strawberry  .81 oz  12/box,12.81,special k cereal,81,NA
218035,53,mariani cranberry honey bars  1.4 oz  6 count,-1.0,Mariani,1.4,NA,1455,bar  cranberry and almond  1.4 oz - 12 bars (24-pack),39.99,bar  cranberry,1.4,NA
219314,53,mariani cranberry honey bars  1.4 oz  6 count,-1.0,Mariani,1.4,NA,2734,bar  cranberry and almond  1.4 oz - 12 bars (48-pack),63.94,bar  cranberry,1.4,NA
225357,55,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,447,great value chewy fiber bars  5-1.4 oz (40g),14.0,great value chewy,1.4,NA
226585,55,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,1675,pampa fruit & grain bars strawberry  6 oz (pack of 14),43.2,pampa fruit &,6,14.0
227460,55,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,2550,nakd berry cheeky fruit  oat & nut bars (4x30g),8.99,nakd berry cheeky,NA,NA
227894,55,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,2984,great value chewy granola bars  18- 0.84 oz (24g),29.99,great value chewy,0.84,NA
228017,55,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,3107,great value chewy granola bars  6-1.23 oz (35g) each,4.99,great value chewy,1.23,NA
228472,55,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,3562,wgmns cereal bars  fruit & grain  mixed berry  10.4 oz. (pack of 6),25.98,wgmns cereal bars,10.4,6.0
228533,55,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,3623,soyjoy all natural fruit & soy bars  berry  12 pk,12.99,soyjoy all natural,NA,NA
228613,55,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,3703,great value mixed berry fruit & grain bars  10.4 oz,11.98,great value mixed,10.4,NA
229358,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,283,kellogg's nutri-grain breakfast bars blackberry & apple (6x37g),7.99,kellogg's nutri-grain breakfast,NA,NA
229569,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,494,kellogg's nutri-grain cereal bars raspberry - 16 pack,17.32,kellogg's nutri-grain cereal,NA,NA
229582,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,507,kellogg's nutri-grain cereal bars apple cinnamon  8.0 ct (6 pack),53.89,kellogg's nutri-grain cereal,NA,NA
229596,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,521,kellogg's nutrigrain cereal bar apple cinnamon,15.99,kellogg's nutrigrain cereal,NA,NA
229633,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,558,glutino cereal apple cinnamon  gluten free 0. oz,19.18,glutino cereal apple,NA,NA
230186,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,1111,kellogg's  nutri-grain apple cinnamon cereal bars  8 ct  10.4 oz,12.39,kellogg's  nutri-grain,10.4,NA
230542,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,1467,kellogg's nutri-grain cereal bars  variety pack of strawberry and apple cinnamon  48-count box,16.96,kellogg's nutri-grain cereal,NA,NA
230943,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,1868,kellogg's nutri-grain cereal bars  apple cinnamon  16-count bars (pack of 3),36.61,kellogg's nutri-grain cereal,NA,3.0
231123,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,2048,kellogg's nutri-grain bars  strawberry  16 count,4.78,kellogg's nutri-grain bars,NA,NA
231153,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,2078,nutri-grain cereal bars  apple cinnamon  8-count bars (pack of 3),21.2,nutri-grain cereal bars,NA,3.0
231608,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,2533,kellogg's  nutri-grain raspberry cereal bars  8 ct  10.4 oz,11.49,kellogg's  nutri-grain,10.4,NA
231793,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,2718,kellogg's nutri-grain cereal bars  36 count,16.59,kellogg's nutri-grain cereal,NA,NA
231900,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,2825,kellogg's  nutri-grain blueberry cereal bars  8 ct  10.4 oz,8.98,kellogg's  nutri-grain,10.4,NA
232429,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,3354,kellogg's nutri-grain breakfast bars apple (6x37g),7.99,kellogg's nutri-grain breakfast,NA,NA
232755,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,3680,kellogg's nutri grain cereal bars apple cinnamon 8 ct,5.99,kellogg's nutri grain,NA,NA
232821,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,3746,kellogg's nutri-grain cereal bars  apple cinnamon big pack  16-count boxes (pack of 2),24.0,kellogg's nutri-grain cereal,NA,2.0
232862,56,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,3787,jordans frusli cereal bars apple  sultana & cinnamon (6x30g),7.99,jordans frusli cereal,NA,NA
233878,57,nabisco belvita golden oat breakfast biscuits  1.76 oz  5 count,2.98,Generic,1.76,NA,638,belvita breakfast biscuits  blueberry breakfast biscuits  8.8 oz,9.85,belvita breakfast biscuits,8.8,NA
233880,57,nabisco belvita golden oat breakfast biscuits  1.76 oz  5 count,2.98,Generic,1.76,NA,640,belvita breakfast biscuits  1.76 oz pack  golden oat  64/carton,75.41,belvita breakfast biscuits,1.76,NA
234447,57,nabisco belvita golden oat breakfast biscuits  1.76 oz  5 count,2.98,Generic,1.76,NA,1207,belvita golden oat breakfast biscuits 8 pack,14.99,belvita golden oat,NA,NA
234584,57,nabisco belvita golden oat breakfast biscuits  1.76 oz  5 count,2.98,Generic,1.76,NA,1344,belvita breakfast biscuits  golden oat breakfast biscuits  9 oz,10.0,belvita breakfast biscuits,9,NA
237838,58,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,433,special k chocolate peanut protein snack bar  0.9 ounce  6 count (pack of 3),-1.0,special k chocolate,0.9,3.0
237916,58,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,511,special k protein meal bar  strawberry  6-count 1.59 oz. bars (pack of 3),17.94,special k protein,1.59,3.0
238301,58,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,896,** special k protein meal bar  strawberry  1.59 oz  8/box **,21.14,** special k,1.59,NA
238536,58,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,1131,kellogg's special k double chocolate protein meal bars 6 pk 9.5 oz (pack of 6),53.55,kellogg's special k,9.5,6.0
238918,58,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,1513,kellogg's special k granola bar  chocolate and peanut butter  4.76 ounce,8.29,kellogg's special k,4.76,NA
239151,58,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,1746,special k protein meal bar  double chocolate (1.59-ounce)  8-count bars (pack of 2),28.99,special k protein,NA,2.0
239366,58,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,1961,kellogg's special k protein meal bar 10g protein 5g fiber chocolate peanut butter 6-1.59 oz bars,10.0,kellogg's special k,1.59,NA
240116,58,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,2711,kellogg's  special k  protein meal bar  chocolatey chip  9.54oz box (pack of 6),59.95,kellogg's  special,9.54,6.0
240461,58,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,3056,special k protein meal bar  chocolatey chip  6 - 1.59 oz  count bars   (pack of 3),24.04,special k protein,1.59,3.0
240565,58,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,3160,kellogg's special k nourish protein meal bar  dark chocolate nut  7.9 ounce,5.38,kellogg's special k,7.9,NA
240652,58,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,3247,special k protein meal bar  chocolate peanut butter  6-count bars (pack of 6),57.44,special k protein,NA,6.0
240765,58,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,3360,kellogg's special k nourish protein meal bar  7.9 ounce [pack of 2],19.95,kellogg's special k,7.9,2.0
241415,58,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,4010,-- special k protein meal bar  chocolate/peanut butter  1.59 oz  8/box,21.98,-- special k,1.59,NA
241430,58,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,4025,nature valley peanut butter protein bar  peanut butter dark chocolate  5 count,3.19,nature valley peanut,NA,NA
242128,59,kellogg's apple jacks with marshmallows cereal  12.6 oz,3.12,Apple Jacks,12.6,NA,558,glutino cereal apple cinnamon  gluten free 0. oz,19.18,glutino cereal apple,NA,NA
245947,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,212,trader joe's rolled oats & peanut butter fiberful cranola bars,10.99,trader joe's rolled,NA,NA
246182,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,447,great value chewy fiber bars  5-1.4 oz (40g),14.0,great value chewy,1.4,NA
246325,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,590,fiber 1 chewy bars  oats & strawberries with almonds-1.4 oz  5 ct,12.88,fiber 1 chewy,1.4,NA
246948,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,1213,kashi golean crunchy! protein & fiber bars  peanut  12 ct,19.3,kashi golean crunchy!,NA,NA
247025,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,1290,fiber one oats & chocolate bars  22.6-ounce box,10.61,fiber one oats,NA,NA
247057,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,1322,clif bar energy bars  crunchy peanut butter  12 ct,13.49,clif bar energy,NA,NA
247063,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,1328,general mills fiber one oat & peanut butter chewy bars 16ct,32.89,general mills fiber,NA,NA
247196,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,1461,fiber one chewy bars  oats & chocolate  box of 16,14.99,fiber one chewy,NA,NA
247585,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,1850,zoneperfect kidz chocolate chip peanut butter cupcake bars  5 ct (pack of 4),34.59,zoneperfect kidz chocolate,NA,4.0
247835,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,2100,kellogg's fiber plus antioxidants chocolatey peanut butter chewy bars  5.0 ct (6 pack),45.36,kellogg's fiber plus,NA,NA
248349,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,2614,kashi golean crunchy! protein & fiber bars  caramel  12 ct,-1.0,kashi golean crunchy!,NA,NA
248575,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,2840,trader joe's peanut butter & oat bars  7.4 ounce (2 pack),15.95,trader joe's peanut,7.4,NA
248592,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,2857,sunbelt bakery granola bars peanut butter chip value pack - 15 ct,7.95,sunbelt bakery granola,NA,NA
249016,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,3281,nature valley dark chocolate peanut butter granola bars  6 ct,20.99,nature valley dark,NA,NA
249072,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,3337,fiber one oats & caramel chewy bars  5.0 ct (6 pack),28.3,fiber one oats,NA,NA
249178,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,3443,fiber one - oats & chocolate  20 x 1.4 oz bars,7.87,fiber one -,1.4,NA
249330,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,3595,fiber 1 granola bars  oats & peanut  7 oz,5.07,fiber 1 granola,7,NA
249438,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,3703,great value mixed berry fruit & grain bars  10.4 oz,11.98,great value mixed,10.4,NA
249472,60,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,3737,fiber one chewy bars  oats and peanut butter  box of 16,12.07,fiber one chewy,NA,NA
250191,61,quaker oatmeal to go oatmeal raisin breakfast bars  2.1 oz  6 count  (pack of 12),61.0,Quaker,2.1,12.0,291,quaker oatmeal to go  brown sugar cinnamon breakfast bars  6-count  12.6 oz boxes  (pack of 6),20.02,quaker oatmeal to,12.6,6.0
251810,61,quaker oatmeal to go oatmeal raisin breakfast bars  2.1 oz  6 count  (pack of 12),61.0,Quaker,2.1,12.0,1910,quaker oatmeal to go banana bread breakfast bars 12.6oz (pack of 24),124.57,quaker oatmeal to,12.6,24.0
252169,61,quaker oatmeal to go oatmeal raisin breakfast bars  2.1 oz  6 count  (pack of 12),61.0,Quaker,2.1,12.0,2269,quaker protein oatmeal raisin nut flavor baked bars  6 ct (pack of 4),32.5,quaker protein oatmeal,NA,4.0
252302,61,quaker oatmeal to go oatmeal raisin breakfast bars  2.1 oz  6 count  (pack of 12),61.0,Quaker,2.1,12.0,2402,quaker oatmeal raisin chewy granola bars 90 calories  8 bars per pack (pack of 12),46.26,quaker oatmeal raisin,NA,12.0
253348,61,quaker oatmeal to go oatmeal raisin breakfast bars  2.1 oz  6 count  (pack of 12),61.0,Quaker,2.1,12.0,3448,quaker  protein  oatmeal raisin nut baked bars  5 count  8.2oz box (pack of 4),22.16,quaker  protein,8.2,4.0
254607,62,honey nut cheerios milk 'n cereal bars  1.4 oz  6 count,2.5,Honey Nut Cheerios,1.4,NA,542,general mills milk 'n cereal bars honey nut cheerios  6 bars per 8.5-oz. box (pack of 6 boxes),45.62,general mills milk,NA,6.0
254834,62,honey nut cheerios milk 'n cereal bars  1.4 oz  6 count,2.5,Honey Nut Cheerios,1.4,NA,769,general milk 'n cereal bars honey nut cheerios 8.5 oz (pack of 20),97.48,general milk 'n,8.5,20.0
254865,62,honey nut cheerios milk 'n cereal bars  1.4 oz  6 count,2.5,Honey Nut Cheerios,1.4,NA,800,** honey nut cheerios cereal  single-serve 1.8 oz cup  6/pack **,16.36,** honey nut,1.8,NA
254985,62,honey nut cheerios milk 'n cereal bars  1.4 oz  6 count,2.5,Honey Nut Cheerios,1.4,NA,920,kellogg's special k cereal bars  honey nut  6 ct,50.29,kellogg's special k,NA,NA
255208,62,honey nut cheerios milk 'n cereal bars  1.4 oz  6 count,2.5,Honey Nut Cheerios,1.4,NA,1143,nature valley oats 'n honey crunchy granola bars  1.5 oz  18 count,12.71,nature valley oats,1.5,NA
255804,62,honey nut cheerios milk 'n cereal bars  1.4 oz  6 count,2.5,Honey Nut Cheerios,1.4,NA,1739,honey nut cheerios milk n cereal bars 6 bars (pack of 3),15.0,honey nut cheerios,NA,3.0
255953,62,honey nut cheerios milk 'n cereal bars  1.4 oz  6 count,2.5,Honey Nut Cheerios,1.4,NA,1888,cheerios honey nut   milk 'n cereal bars  6-count boxes (pack of 10),37.06,cheerios honey nut,NA,10.0
256276,62,honey nut cheerios milk 'n cereal bars  1.4 oz  6 count,2.5,Honey Nut Cheerios,1.4,NA,2211,general mills milk 'n cereal bars  honey nut cheerios  8.5 oz  (pack of 3),23.99,general mills milk,8.5,3.0
256657,62,honey nut cheerios milk 'n cereal bars  1.4 oz  6 count,2.5,Honey Nut Cheerios,1.4,NA,2592,general mills cinnamon toast crunch cereal bars  0.85 oz  6 count,29.88,general mills cinnamon,0.85,NA
256851,62,honey nut cheerios milk 'n cereal bars  1.4 oz  6 count,2.5,Honey Nut Cheerios,1.4,NA,2786,honey nut cheerios breakfast cereal  1.8 oz serving size cups  6/box (gmcsn13898),17.5,honey nut cheerios,1.8,NA
257006,62,honey nut cheerios milk 'n cereal bars  1.4 oz  6 count,2.5,Honey Nut Cheerios,1.4,NA,2941,general mills  honey nut cheerios  milk 'n cereal bars  6-count  8.5oz box (pack of 4),12.0,general mills ,8.5,4.0
258365,63,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,135,kellogg's special k pastry crisps strawberry 60ct 26.4oz,29.99,kellogg's special k,26.4,NA
258647,63,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,417,kellogg's special k 48 strawberry pastry crisps (48 ct),19.99,kellogg's special k,NA,NA
258690,63,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,460,kellogg's special k fruit crisps bars  strawberry  5 ct,4.99,kellogg's special k,NA,NA
258802,63,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,572,kellogg's special k pastry crisps strawberry/blueberry variety 26.4oz (3 boxes),58.0,kellogg's special k,26.4,NA
258929,63,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,699,special k blueberry pastry crisps (9 pack),8.96,special k blueberry,NA,NA
259117,63,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,887,kellogg's special k pastry crisp  cookies and creme  4.4 ounce,2.78,kellogg's special k,4.4,NA
259450,63,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,1220,kellogg's special k cereal bar  strawberry  .81 oz  12/box,15.48,kellogg's special k,81,NA
259936,63,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,1706,kellogg's special k chocolatey pretzel cereal bars  0.77 oz  12 count,-1.0,kellogg's special k,0.77,NA
260267,63,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,2037,special k pastry crisps  chocolate  4.4-ounce,7.75,special k pastry,NA,NA
260581,63,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,2351,special k pastry crisps  strawberry  9 per box,8.68,special k pastry,NA,NA
261617,63,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,3387,kellogg's special k fruit crisps bars  blueberry  5 ct,4.99,kellogg's special k,NA,NA
261898,63,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,3668,kellogg's special k pastry crisps  brown sugar cinnamon  4.4-ounce,7.0,kellogg's special k,NA,NA
262121,63,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,3891,kellogg's special k pastry crisps  berry streusel  4.4 ounce,7.49,kellogg's special k,4.4,NA
262161,63,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,3931,special k pastry crisps (2ct  48pk.),35.93,special k pastry,NA,NA
