@info
{
    "table":{
        "name":"amazon",
        "description":"",
        "idAttrib":{
            "name":"title",
            "type":"TEXT"
        },
        "projectName":"breakfast",
        "attributes":[
            {
                "name":"title",
                "type":"TEXT"
            },
            {
                "name":"price",
                "type":"FLOAT"
            },
            {
                "name":"unitPrice",
                "type":"TEXT"
            },
            {
                "name":"size",
                "type":"TEXT"
            },
            {
                "name":"description",
                "type":"TEXT"
            }
        ]
    }
}

@data
title:TEXT,price:FLOAT,unitPrice:TEXT,size:TEXT,description:TEXT
Organic Swiss Style Muesli - ( 1 lb),4.49,NaN,NaN,"Organic whole rolled oats, Organic raisins, Organic whole rolled wheat, Organic date pieces with organic flour, Organic walnuts, Organic Almonds.  "
Bernard Jensen's Liquid Dulse - 4 fl oz,,NaN,6 x 6 x 6 inches ; 6.6 ounces,"Liquid Dulse 4 Ounces Liquid  "
Trader Joe's Rolled Oats & Chocolate Chips Fiberful Cranola Bars,10.99,NaN,NaN,"Trader Joe's rolled oats & chocolate chips fiberful cranola bars 9g fiber per serving high in fiber, contains 5g total fat per serving, good source of protein contains 5 - 1.2oz (35g) bars net wt. 6.17 oz(175g)  "
"Special K Fruit Crisps, Strawberry, 10-Count Bars (Pack of 4)",15.96,($0.40 /  count),NaN,"    Special K Strawberry Fruit Crisps Crispy, fruity, and irresistibly easy, Special K strawberry fruit crisps make snack-time feel like a well-deserved break without throwing the day's nutrition out the window. Portably packaged, the crisps feature delicious strawberry filling in a snappy crust and are finished with a drizzle of vanilla icing. A pair of them totals just 100 calories with only 2 grams of fat.  Snacks Matter Take Control of Your Portions: Regular snacking helps prevent over-eating at mealtime and provides children and adults with needed energy to keep brains and bodies going throughout the day. In fact, up to 25 percent of the average American's calories come from snacking between meals. In order to eat snacks and treats in a healthful way, it is essential to pay attention to portion size. Individually portioned Special K fruit crisps Bars provide a delicious snack that will also satisfy your sweet tooth in a 100-calorie serving. Easy to pop into a lunchbox, a backpack or purse, Special K fruit crisps provide a great option for snacking on the go. A Snack Everyone Can Agree On: Arguing with kids over the snacks they take to school is second only to arguing over bedtimes. Parents push for nutritious snacks while kids want something sweet. Special K fruit crisps offer the taste that children will love with nutrition parents can feel good about.    Take the Special K Challenge  For Special K lovers hoping to trim down, Kellogg has created the Special K Challenge, a fun and easily managed online program found at specialk.com. Designed to help set and achieve weight loss goals, the program includes useful suggestions, menu tips, mobile apps, recipes, and online community features. Special K cereal bars are in the snack category of the program, providing a tasty way to stay satisfied without getting off track.  A Healthy History Founded by W. K. Kellogg in Battle Creek, Michigan, in 1906, the Kellogg Company is dedicated to making good nutrition easy and appealing for active professionals and busy families. Its Special K line now includes a delicious variety of cereals, breakfast bars, snack crackers, and beverages.  About Kellogg Kellogg Company is a leading producer of cereal and convenience foods--a company you can rely on for great-tasting, high quality foods. Kellogg was founded in 1906, in Battle Creek, Michigan. For more than 100 years, innovation and their commitment to being the best has guided the company. From being the first company to offer premiums in cereal boxes to being the first to fortify the cereals, Kellogg has historically been a leader in industry, innovation, and marketing. The founder, W.K. Kellogg, had a strong commitment to nutrition, health, and quality. His vision continues to drive improvement in the products and processes, with the goal of providing great-tasting, nutritious products that meet the most rigorous quality standards. With more than 100 ready-to-eat cereals around the world, consumers count on Kellogg for great-tasting, convenient, and affordable choices that meet their nutrition needs.     Tempting treats are everywhere and when you’re trying to be good those tempting treats can be bad. Good thing you’ve got new special k strawberry fruit crisps. Two crispy bars, drizzled in yummy vanilla icing and made with real fruit, for 100 fruity calories. Since 1906, Kellogg's has provided delicious, ready to eat cereal to help families start their morning right. Kellogg's cocoa krispies is crispy rice cereal sweetened with sugar and flavored with real chocolate. This low fat, no cholesterol, chocolaty breakfast cereal is an excellent source of essential nutrients. Serve cocoa krispies with milk for even more nutrition, lactose intolerant individuals can try cocoa krispies with calcium enriched soy milk or rice milk. Prepackaged individual servings makes it easy to take this nutritious breakfast to the workplace or to school which means there's no excuse for missing breakfast.  "
"Plum Kids Organic Jammy Sammy, Strawberry Jam and Peanut Butter, 5-Count (Pack of 6)",19.74,($0.66 /  count),NaN,"At Plum Organics, we believe that all children deserve access to healthy, wholesome foods.  We want kids to grow, learn, and play... and one day change the world.  Plum kids know that what’s good for you should taste good too.  Our organic packable snacks make it easy to nourish your kids with yummy, balanced nutrition.  From lunchtime to on-the-go kids never stop, and neither does Plum.  So grab a snack from our whole line of fruits, grains, yogurts, and yes even veggies! We’ll be there anytime with real organic foods to inspire a joy of eating and energy for exploration. Plum Kids Organic Jammy Sammy has all the goodness of a “sammy” in a fun, snackable, packable sandwich bar. This soft baked sandwich is made with 100% Whole Grains and is filled with Organic Fruit Spread providing a great balance for sustained energy throughout the day. Each bar is individually wrapped and ready to go a perfect school lunch or snack for when you've gotta jam. Organic Jammy Sammy from Plum Organics a fun, healthy sandwich bar snack for kids on the go!  "
Fruit Bowl School Bars Strawberry (8x20g),7.19,NaN,NaN,"1 of your 5 a day. No added sugar - contains naturally occurring sugars. Made with real fruit. Ideal for lunchboxes. Gluten free. Natural colours and flavours. Suitable for vegetarians. School bars Great tasting fruity bars, made with apple puree, dried apple and concentrated juices of apple, strawberry & pear, they are ideal as part of a healthy diet. 1 School Bar = 1 of your 5 a day* *Based on one adult's portion of 80g of fresh equivalent fruit. Look out for more of my friends with other School Bar flavours. Find us on Facebook  "
"Nutri-Grain Cereal Bars, Cherry, 8-Count Bars (Pack of 6)",16.68,($0.35 /  count),12 x 6 x 6 inches ; 4.1 pounds,"      Kellogg's Nutri-Grain Cherry Cereal Bars Low on calories, high on nutrition, Nutri-Grain Cherry Cereal Bars get you on track with energy in a quick and easy package. Made with a soft, golden baked crust of wheat and whole grain oats and filled with real cherry puree, Nutri-Grain Cereal Bars offer flavor everyone will love. Not only do Cherry Nutri-Grain Bars taste great--they are packed nine essential vitamins, eight grams of whole grains, three grams of dietary fiber, and two grams of protein--in each bar. Whether you start your day with a Nutri-Grain Cereal Bar, add it to your child's lunch box as sweet nutritious treat, or enjoy it as a mid-day snack, Cherry Nutri-Grain Bars offer more of what your body needs to live well and help you eat better all day.  A Healthy Way to Begin the Day Starting the day with a balanced, great-tasting breakfast can put you on the fast track to good nutrition and better overall health. While many kids and adults forget this important first meal, research has shown that a nutritious breakfast at the beginning of the day can decrease the risk of obesity, heart disease, and other nutritionally related conditions in kids and adults. Kids who eat breakfast: Are more alert in school, with better concentration, memory and grades Get more fiber, calcium, vitamins A and C, riboflavin, zinc, and iron to help build stronger bodies Have more energy to pursue healthy and active lifestyles Nutri-Grain Cereal Bars help busy families on the go satisfy the nutritional requirements of breakfast in a quick and easy format that can be eaten at the table--or--as life demands, on the road.  Snacks Matter Start Out on the Right Foot: Studies have shown that when you make the right snack choices at the beginning of the day, you are more likely to make good snack decisions the rest of the day. Eating a Nutri-Grain Bar as a mid-morning snack provides four-times more whole grains than traditional morning snacks. Take Control of Your Portions: Regular snacking helps prevent over-eating at mealtime and provides children with needed energy to keep their brains and bodies going throughout the day. In fact, up to 25 percent of the average American's calories come from snacking between meals. In order to eat snacks and treats in a healthful way, it is essential to pay attention to portion size. Individually wrapped Nutri-Grain Cereal Bars provide a nutritious snack that will also satisfy your sweet tooth in one 120-calorie serving. Easy to pop into a lunchbox, a backpack or purse, Nutri-Grain Cereal Bars provide a great option for nutritious eating on the go. A Snack Everyone Can Agree On: Arguing with kids over the snacks they take to school is second only to arguing over bedtimes. Parents push for nutritious snacks while kids want something sweet. Nutri-Grain Cereal Bars offer the nutrition parents require with the taste that children will love--thanks to the soft, golden crust and sweet, fruit filling.       Whole Grain Goodness More people are becoming aware of the benefits of eating whole grains. Still, most people don't get enough whole grains and up to 80 percent of us are not consuming levels of whole grains recommended by the FDA. Each Nutri-Grain Cereal Bar contains half of a serving (eight grams) of the recommended three servings or more of whole grains people need each day--in a low-calorie and low fat package. Whole grains never tasted this good! Eaten on the run, at the table, as a snack, breakfast, or treat--Nutri-Grain Cereal Bars are a fast and versatile way to ensure that you and your family get the daily nutrition you need.  About Kellogg Kellogg Company is a leading producer of cereal and convenience foods--a company you can rely on for great-tasting, high quality foods. Kellogg was founded in 1906, in Battle Creek, Michigan. For more than 100 years, innovation and their commitment to being the best has guided the company. From being the first company to offer premiums in cereal boxes to being the first to fortify the cereals, Kellogg has historically been a leader in industry, innovation, and marketing. The founder, W.K. Kellogg, had a strong commitment to nutrition, health, and quality. His vision continues to drive improvement in the products and processes, with the goal of providing great-tasting, nutritious products that meet the most rigorous quality standards. With more than 100 ready-to-eat cereals around the world, consumers count on Kellogg for great-tasting, convenient, and affordable choices that meet their nutrition needs.    Kellogg's nutri-grain cereal bars, cherry is made up of low fat, whole grain oats, naturally and artificially flavored. Grab 'n Go Box! Kellogg's Nutri-Grain Cereal Bars are a quick, nutritious anytime snack you can feel good about.  "
Scott's Cakes Rice Krispie Treats with Rainbow Jimmies in a Small City SIdewalks Tin,19.95,NaN,NaN,"Our Rice Krispies Treats are hand made to order. They are made with Real Rice Krispies, Marshmallows, and butter. They are made and shipped the same day. Along with making a prefect gift, you can also include a message for that special occasion. This American Classic is also packed for safe shipping. There are approx. 18 per small tin.  "
Bear Valley Coconut Almond Mealpack ( 12x3.75 OZ),18.59,NaN,NaN,"Save On Bear Valley 12X 3.75 Oz Bv Coconut Almond Mealpack Almonds And Coconut: A Great Flavor Combination With Oat Fiber In One Meal-Sized Mealpack Energy Food Bar. These Nutritious, Meal-Sized, Concentrated, Total Food Bars Contain Balanced, Complete Protein, And All Natural Ingredients.: Kosher (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.)  "
"The GFB Peanut Butter & Chocolate, 2.05-Ounce (Pack of 12)",19.73,($0.79 /  oz),NaN,"2.05 ounce bars, 12 pack  "
Mint Chocolate Bar 20 Pack (1.62 Oz Ea),40.0,($25.00 /  oz),NaN,"This flavor is made with organic dates, organic pecans, organic cocoa and organic peppermint flavor. A strong peppermint flavor is combined with a luscious chocolate flavor for another RBar Organic fan favorite. 10 ct- 1.62 oz each  "
"Raw Revolution Organic Live Food Bars,Chocolate Raspberry Truffle, 1.8-Ounce Bars (Pack of 12)",18.14,($0.84 /  oz),NaN,"The mission at Raw Revolution is to create irresistible super foods exclusively from certified organic, mostly raw ingredients. We strive to make our products as good for the environment as they are for you, making the world cleaner and healthier with every bite. Raw organic foods are closest to their natural state, bringing us closer to healing ourselves and the global ecology. Raw Revolution bars, are gluten free, vegan, free of wheat, corn, soy, trans-fats, cholesterol and refined sugar.   The Raw Revolution Chocolate Raspberry Truffle bars contain all hunger satisfying organic whole and mostly raw ingredients such as: cocoa, raspberry, almonds, cashews, sprouted flax and low temperature processed agave nectar for a chocolaty, moist and delicious treat with a crunch. Just pure clean energy from fruit and nuts that keeps hunger under control without feeling like you are eating something healthy because it tastes so good! Perfect for those looking for a healthy snack on the go or a simple meal replacement. We take great pride in offering the the most delicious certified organic products with the highest nutrition per ounce than any other bar on the market. Protein, vitamins and minerals that come from organic vegan plant based products like Raw Revolution contain more health benefits plus fiber and nutrients. Whey which is a highly processed by product of milk, and soy protein isolate (highly refined and most are genetically modified) are not health promoting. Be careful of hidden words for sugar like glucose syrup (corn syrup), sucralose (highly processed) and companies that promote they are organic and not all of their ingredients are. Taste and you will see that we deliver premium organic bars at affordable prices.  "
